Epoch,Time,Epoch Loss,Accuracy,Sample Name
0,10.969563,11831.9410206739,0.0954356846473029,.in
1,23.183578,10481.952239183724,0.0968188105117565,Gleee
2,35.297286,10290.596943878993,0.1023513139695712,Chaana
3,47.428329,10274.2123361467,0.0912863070539419,Bepbhoe
4,58.657029,10256.529891338278,0.0871369294605809,Jamnybgnan
5,69.906182,10444.52264572893,0.1023513139695712,Prialntam
6,81.130874,10144.86170154468,0.1217150760719225,Hols
7,92.197388,9658.768346028364,0.1424619640387275,Scnonen
8,103.395625,9758.155592115185,0.1313969571230982,Hhisan
9,114.822175,9751.835411718148,0.1286307053941908,FeztshoKlics
10,126.02667,9622.300294325576,0.1535269709543568,Spdverm
11,137.192808,9292.354115378848,0.1383125864453665,Hertes
12,148.371427,9466.715827375816,0.1438450899031811,Phzkaucsentz
13,159.283154,9101.061640995822,0.1825726141078838,Miupo
14,170.42043700000002,9200.216710457324,0.1756569847856154,Toncon
15,181.479512,9273.025215540883,0.1659751037344398,Hagik
16,192.709338,9186.43042178389,0.1728907330567081,Atsent
17,203.879485,9350.3004599925,0.1742738589211618,Nivick
18,215.055933,9078.511278123297,0.1811894882434301,tousg
19,226.259705,9166.19708463358,0.1673582295988935,Namonton
20,237.40003,9072.085554873624,0.1756569847856154,Ollew
21,248.62921,9003.460658305652,0.1701244813278008,Tllinker
22,259.856082,9073.18219176761,0.1742738589211618,Preezo
23,270.996057,8939.940800613555,0.1701244813278008,PenringoYk
24,282.087902,8967.997596387717,0.1908713692946058,Tarnson
25,293.236977,8906.184823091098,0.1715076071922545,Wawwenddsol
26,304.191411,8734.493532373337,0.1770401106500691,Slarar
27,315.59944900000005,8918.644922453319,0.1908713692946058,Ney
28,327.313771,8790.988454657067,0.1964038727524204,Yoscuima
29,339.205393,8804.980556420101,0.1784232365145228,Smasy
30,352.314095,8732.057740365333,0.1839557399723375,Capner
31,366.632751,8798.51988873027,0.1950207468879668,Tlarndes
32,378.334092,8709.862367646143,0.2047026279391424,Fyanins
33,389.440868,8798.313067325043,0.2074688796680498,Wampro
34,400.486336,8754.585341788208,0.1742738589211618,ToJis
35,411.546903,8811.802909514901,0.1867219917012448,Bahmy
36,422.677706,8785.381622777859,0.1867219917012448,Wonmagk
37,433.971169,8743.254876389517,0.1881051175656984,Jillia
38,445.149512,8769.82569795614,0.1839557399723375,Jeopas
39,456.204785,8581.559359709681,0.1950207468879668,McCanley
40,467.444176,8607.723850701137,0.2157676348547718,Lickguil
41,478.650786,8493.864806049074,0.1977869986168741,Cillisk
42,489.669542,8470.704711509832,0.1908713692946058,Ronebh
43,500.864271,8517.380200281232,0.2005532503457814,Andier
44,511.865979,8471.361900080192,0.206085753803596,Peso
45,522.941413,8708.699081091894,0.1811894882434301,Harlan
46,534.3132410000001,8668.688506129478,0.2074688796680498,Sarger
47,545.597429,8591.525184528065,0.2005532503457814,Rick
48,556.82596,8571.730709098883,0.1881051175656984,Sarxinele
49,567.996005,8669.94718601209,0.1922544951590594,Sellle
50,578.9855230000001,8599.236498881908,0.1715076071922545,Foun
51,590.338529,8585.383690448383,0.1991701244813278,Fabiilat
52,601.523617,8534.482116188325,0.2047026279391424,Tich
53,612.680379,8549.197645776758,0.1977869986168741,Kertig
54,624.2241690000001,8702.258427544677,0.1964038727524204,Bisfmand
55,635.175757,8371.02377694243,0.1839557399723375,Pomeris
56,646.3470179999999,8543.741018797846,0.2019363762102351,Kearson
57,657.368953,8398.358691995756,0.1936376210235131,Cenwertew
58,668.611029,8319.570621739485,0.2143845089903181,Williss
59,680.1002530000001,8354.966029378158,0.1839557399723375,Henega
60,690.9478849999999,8165.980946536233,0.1991701244813278,Shleies
61,701.9881889999999,8442.718565842251,0.2309820193637621,Ylatt
62,713.164222,8410.003514570828,0.2199170124481328,HaGkerismand
63,724.486902,8534.659462511107,0.2116182572614108,Allori
64,735.489944,8433.62564508807,0.1853388658367912,Bohez
65,746.691655,8470.165604039114,0.2047026279391424,Fedra
66,757.843588,8326.206958574245,0.2268326417704011,Colme
67,769.561075,8182.298121873332,0.2157676348547718,Ke
68,781.5729809999999,8508.061777624649,0.2005532503457814,Fapanon
69,793.313772,8460.444247670614,0.1950207468879668,Anning
70,804.8041929999999,8501.280517995845,0.22268326417704,Broms
71,815.83075,8172.093816407027,0.2240663900414937,.arlas
72,827.35708,8379.064125974732,0.2309820193637621,Croven
73,838.361448,8377.100716444591,0.2130013831258644,Curk
74,849.3620970000001,8260.57662342907,0.1894882434301521,Josmalls
75,860.4118279999999,8442.093518602414,0.2448132780082987,Wiity
76,871.4521779999999,8384.092032014927,0.2434301521438451,Thonn
77,882.535482,8528.918815562305,0.1991701244813278,Voncimer
78,893.697737,8429.978785558342,0.1991701244813278,Beuchmon
79,905.120936,8189.28297483578,0.2282157676348548,Rolds
80,916.712799,8395.527342704248,0.2254495159059474,Ulleee
0,931.274826,8136.282505828308,0.2060857538035961,Sirbgerfoy
1,947.633575,8218.062087265973,0.1964038727524204,Mittss
2,963.102634,8097.635968067595,0.2199170124481327,Phablil
3,978.202623,8061.640527414872,0.2226832641770401,Joinstlaw
4,993.447567,7976.113364259602,0.2268326417704011,Thearl
5,1008.569407,8039.047493592853,0.2143845089903181,Consockiwfsoo
6,1023.555081,7967.348618621754,0.2116182572614107,Uasint
7,1038.879992,8243.810747937798,0.2240663900414937,Ovant
8,1053.746665,8164.861622489746,0.2157676348547718,McGulz
9,1069.458326,8044.675370010435,0.2047026279391424,Schandy
10,1084.451971,8308.311050347387,0.2185338865836791,Pailler
