Epoch,Time,Epoch Loss,Accuracy,Sample Name
68,57125.979716,182817.5428349041,0.43887223782440077,H.y
69,57660.219559,182835.32485770824,0.4444654221634846,Zesug
70,58193.762272,182598.02601371147,0.4421526286393065,Bill
71,58726.573977,182733.02351625956,0.44559035234701344,Kerry
72,59259.188655,182901.36174901057,0.44257742744986983,Rod
73,59793.120516,183042.12232162146,0.44671528253054227,James
74,60325.739,182778.13154340236,0.445283553206051,Manny
75,60857.510049,182748.03112798836,0.4428920932354723,Jamed
76,61388.756735,182649.3440575697,0.4410355651004177,Danzo
77,61920.894138,182572.2387029869,0.44509475373468954,Sid
78,62453.486403,182742.0000810848,0.44572408530589447,Joe
79,62984.499813,182776.07799448146,0.44470142150268643,Ron
80,63514.923104,182573.39010445765,0.4421054287714661,Ryan
81,64049.246525,183048.4134537129,0.44547235267741253,Harry
82,64581.327196,182668.73879143022,0.4432146256657148,Jos
83,65114.206305,182542.20567089246,0.44296289303723285,Biller
84,65647.785927,182664.37137653932,0.4464556832574202,Dalas
85,66177.395334,182512.40727579047,0.44679394897694286,Nen
